Row;s_RTS_code;e_full_name;s_sec_type_name_dop;s_sec_form_name_full;s_zagolovok_adr;s_ISIN_code;s_CFI_code;s_trade_lot;s_step_price;s_currency_kotir;s_trade_in_date
1076;REG;Regency Centers Corporation;Акции;Акции иностранного эмитента обыкновенные;;US7588491032;;1,00;0,01000;USD;31.08.2017 0:00:00
1077;REGI;Renewable Energy Group, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US75972A3014;;1,00;0,01000;USD;31.10.2019 0:00:00
1078;REGN;Regeneron Pharmaceuticals, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US75886F1075;;1,00;0,01000;USD;01.06.2017 0:00:00
1079;RETA;Reata Pharmaceuticals, Inc.;Акции;Акции иностранного эмитента обыкновенные класса A;;US75615P1030;;1,00;0,01000;USD;31.10.2019 0:00:00
1080;REX;REX American Resources Corporation;Акции;Акции иностранного эмитента обыкновенные;;US7616241052;;1,00;0,01000;USD;28.02.2019 0:00:00
1081;REYN;Reynolds Consumer Products Inc.;Акции;Акции иностранного эмитента обыкновенные;;US76171L1061;;1,00;0,01000;USD;04.12.2020 0:00:00
1082;REZI;Resideo Technologies, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US76118Y1047;;1,00;0,01000;USD;13.11.2018 0:00:00
1083;RF;Regions Financial Corporation;Акции;Акции иностранного эмитента обыкновенные;;US7591EP1005;;1,00;0,01000;USD;14.06.2017 0:00:00
1084;RGA;Reinsurance Group of America, Incorporated;Акции;Акции иностранного эмитента обыкновенные;;US7593516047;;1,00;0,01000;USD;18.05.2020 0:00:00
1085;RGEN;Repligen Corporation;Акции;Акции иностранного эмитента обыкновенные;;US7599161095;;1,00;0,01000;USD;28.02.2019 0:00:00
1086;RGLD;Royal Gold, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US7802871084;;1,00;0,01000;USD;18.05.2020 0:00:00
1087;RGNX;REGENXBIO Inc.;Акции;Акции иностранного эмитента обыкновенные;;US75901B1070;;1,00;0,01000;USD;31.10.2019 0:00:00
1088;RGR;Sturm, Ruger & Company, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US8641591081;;1,00;0,01000;USD;28.02.2019 0:00:00
1089;RH;RH;Акции;Акции иностранного эмитента обыкновенные;;US74967X1037;;1,00;0,01000;USD;04.04.2019 0:00:00
1090;RHI;Robert Half International Inc.;Акции;Акции иностранного эмитента обыкновенные;;US7703231032;;1,00;0,01000;USD;26.10.2016 0:00:00
1091;RHM@DE;Rheinmetall Aktiengesellschaft;Акции;Акции иностранного эмитента обыкновенные;;DE0007030009;;1,00;0,01000;EUR;01.03.2021 0:00:00
1092;RIG;Transocean Ltd.;Акции;Акции иностранного эмитента обыкновенные;;CH0048265513;;1,00;0,01000;USD;01.06.2017 0:00:00
1093;RJF;Raymond James Financial, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US7547301090;;1,00;0,01000;USD;31.08.2017 0:00:00
1094;RL;Ralph Lauren Corporation;Акции;Акции иностранного эмитента обыкновенные класса A;;US7512121010;;1,00;0,01000;USD;18.05.2017 0:00:00
1095;RMD;ResMed Inc.;Акции;Акции иностранного эмитента обыкновенные;;US7611521078;;1,00;0,01000;USD;31.01.2019 0:00:00
1096;RNG;RingCentral, Inc.;Акции;Акции иностранного эмитента обыкновенные класса A;;US76680R2067;;1,00;0,01000;USD;05.08.2019 0:00:00
1097;ROCK;Gibraltar Industries, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US3746891072;;1,00;0,01000;USD;11.06.2019 0:00:00
1098;ROG;Rogers Corporation;Акции;Акции иностранного эмитента обыкновенные;;US7751331015;;1,00;0,01000;USD;28.02.2019 0:00:00
1099;ROK;Rockwell Automation, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US7739031091;;1,00;0,01000;USD;26.10.2016 0:00:00
1100;ROKU;Roku, Inc.;Акции;Акции иностранного эмитента обыкновенные класса A;;US77543R1023;;1,00;0,01000;USD;11.06.2019 0:00:00
1101;ROL;Rollins, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US7757111049;;1,00;0,01000;USD;28.02.2019 0:00:00
1102;ROLL;RBC Bearings Incorporated;Акции;Акции иностранного эмитента обыкновенные;;US75524B1044;;1,00;0,01000;USD;11.06.2019 0:00:00
1103;ROP;Roper Technologies, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US7766961061;;1,00;0,01000;USD;26.10.2016 0:00:00
1104;ROST;Ross Stores, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US7782961038;;1,00;0,01000;USD;14.06.2017 0:00:00
1105;RPD;Rapid7, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US7534221046;;1,00;0,01000;USD;31.10.2019 0:00:00
1106;RPM;RPM International Inc.;Акции;Акции иностранного эмитента обыкновенные;;US7496851038;;1,00;0,01000;USD;31.01.2019 0:00:00
1107;RRBI;Red River Bancshares, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US75686R2022;;1,00;0,01000;USD;18.05.2020 0:00:00
1108;RRC;Range Resources Corporation;Акции;Акции иностранного эмитента обыкновенные;;US75281A1097;;1,00;0,01000;USD;14.06.2017 0:00:00
1109;RRGB;Red Robin Gourmet Burgers, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US75689M1018;;1,00;0,01000;USD;04.04.2019 0:00:00
1110;RS;Reliance Steel & Aluminum Co.;Акции;Акции иностранного эмитента обыкновенные;;US7595091023;;1,00;0,01000;USD;31.01.2019 0:00:00
1111;RSG;Republic Services, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US7607591002;;1,00;0,01000;USD;26.10.2016 0:00:00
1112;RTX;Raytheon Technologies Corporation;Акции;Акции иностранного эмитента обыкновенные;;US75513E1010;;1,00;0,01000;USD;26.10.2016 0:00:00
1113;RVLV;Revolve Group, Inc.;Акции;Акции иностранного эмитента обыкновенные класса A;;US76156B1070;;1,00;0,01000;USD;31.10.2019 0:00:00
1114;RWE@DE;RWE Aktiengesellschaft;Акции;Акции иностранного эмитента обыкновенные;;DE0007037129;;1,00;0,01000;EUR;01.03.2021 0:00:00
1115;RXN;Rexnord Corporation;Акции;Акции иностранного эмитента обыкновенные;;US76169B1026;;1,00;0,01000;USD;31.10.2019 0:00:00
1116;RYN;Rayonier Inc.;Акции;Акции иностранного эмитента обыкновенные;;US7549071030;;1,00;0,01000;USD;04.04.2019 0:00:00
1117;RYTM;Rhythm Pharmaceuticals, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US76243J1051;;1,00;0,01000;USD;11.06.2019 0:00:00
1118;SAFM;Sanderson Farms, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US8000131040;;1,00;0,01000;USD;31.01.2019 0:00:00
1119;SAGE;Sage Therapeutics, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US78667J1088;;1,00;0,01000;USD;05.08.2019 0:00:00
1120;SAIA;Saia, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US78709Y1055;;1,00;0,01000;USD;11.06.2019 0:00:00
1121;SAIC;Science Applications International Corporation;Акции;Акции иностранного эмитента обыкновенные;;US8086251076;;1,00;0,01000;USD;18.05.2020 0:00:00
1122;SAIL;SailPoint Technologies Holdings, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US78781P1057;;1,00;0,01000;USD;11.06.2019 0:00:00
1123;SAM;The Boston Beer Company, Inc.;Акции;Акции иностранного эмитента обыкновенные класса A;;US1005571070;;1,00;0,01000;USD;28.02.2019 0:00:00
1124;SAVE;Spirit Airlines, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US8485771021;;1,00;0,01000;USD;28.02.2019 0:00:00
1125;SBAC;SBA Communications Corporation;Акции;Акции иностранного эмитента обыкновенные класса A;;US78410G1040;;1,00;0,01000;USD;04.12.2020 0:00:00
1126;SBCF;Seacoast Banking Corporation of Florida;Акции;Акции иностранного эмитента обыкновенные;;US8117078019;;1,00;0,01000;USD;31.10.2019 0:00:00
1127;SBGI;Sinclair Broadcast Group, Inc.;Акции;Акции иностранного эмитента обыкновенные класса A;;US8292261091;;1,00;0,01000;USD;04.04.2019 0:00:00
1128;SBH;Sally Beauty Holdings, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US79546E1047;;1,00;0,01000;USD;31.10.2019 0:00:00
1129;SBRA;Sabra Health Care REIT, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US78573L1061;;1,00;0,01000;USD;21.01.2020 0:00:00
1130;SBUX;Starbucks Corporation;Акции;Акции иностранного эмитента обыкновенные;;US8552441094;ESVUFR;1,00;0,01000;USD;28.11.2014 0:00:00
1131;SCCO;Southern Copper Corporation;Акции;Акции иностранного эмитента обыкновенные;;US84265V1052;;1,00;0,01000;USD;04.04.2019 0:00:00
1132;SCHW;The Charles Schwab Corporation;Акции;Акции иностранного эмитента обыкновенные;;US8085131055;;1,00;0,01000;USD;26.10.2016 0:00:00
1133;SCI;Service Corporation International;Акции;Акции иностранного эмитента обыкновенные;;US8175651046;;1,00;0,01000;USD;04.12.2020 0:00:00
1134;SCL;Stepan Company;Акции;Акции иностранного эмитента обыкновенные;;US8585861003;;1,00;0,01000;USD;29.07.2020 0:00:00
1135;SCSC;ScanSource, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US8060371072;;1,00;0,01000;USD;04.04.2019 0:00:00
1136;SDGR;Schrodinger, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US80810D1037;;1,00;0,01000;USD;29.07.2020 0:00:00
1137;SEDG;SolarEdge Technologies, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US83417M1045;;1,00;0,01000;USD;04.04.2019 0:00:00
1138;SEE;Sealed Air Corporation;Акции;Акции иностранного эмитента обыкновенные;;US81211K1007;;1,00;0,01000;USD;14.06.2017 0:00:00
1139;SEIC;SEI Investments Company;Акции;Акции иностранного эмитента обыкновенные;;US7841171033;;1,00;0,01000;USD;31.01.2019 0:00:00
1140;SF;Stifel Financial Corp.;Акции;Акции иностранного эмитента обыкновенные;;US8606301021;;1,00;0,01000;USD;18.05.2020 0:00:00
1141;SFIX;Stitch Fix, Inc.;Акции;Акции иностранного эмитента обыкновенные класса A;;US8608971078;;1,00;0,01000;USD;11.06.2019 0:00:00
1142;SFM;Sprouts Farmers Market, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US85208M1027;;1,00;0,01000;USD;05.08.2019 0:00:00
1143;SGEN;Seagen Inc.;Акции;Акции иностранного эмитента обыкновенные;;US81181C1045;;1,00;0,01000;USD;05.08.2019 0:00:00
1144;SHAK;Shake Shack Inc.;Акции;Акции иностранного эмитента обыкновенные класса A;;US8190471016;;1,00;0,01000;USD;31.01.2019 0:00:00
1145;SHEN;Shenandoah Telecommunications Company;Акции;Акции иностранного эмитента обыкновенные;;US82312B1061;;1,00;0,01000;USD;31.10.2019 0:00:00
1146;SHL@DE;Siemens Healthineers AG;Акции;Акции иностранного эмитента обыкновенные;;DE000SHL1006;;1,00;0,01000;EUR;01.03.2021 0:00:00
1147;SHOO;Steven Madden, Ltd.;Акции;Акции иностранного эмитента обыкновенные;;US5562691080;;1,00;0,01000;USD;04.12.2020 0:00:00
1148;SHW;The Sherwin-Williams Company;Акции;Акции иностранного эмитента обыкновенные;;US8243481061;;1,00;0,01000;USD;14.06.2017 0:00:00
1149;SIE@DE;Siemens Aktiengesellschaft;Акции;Акции иностранного эмитента обыкновенные;;DE0007236101;;1,00;0,01000;EUR;01.03.2021 0:00:00
1150;SIG;Signet Jewelers Limited;Акции;Акции иностранного эмитента обыкновенные;;BMG812761002;;1,00;0,01000;USD;14.06.2017 0:00:00
1151;SIGI;Selective Insurance Group, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US8163001071;;1,00;0,01000;USD;18.05.2020 0:00:00
1152;SITE;SiteOne Landscape Supply, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US82982L1035;;1,00;0,01000;USD;04.04.2019 0:00:00
1153;SIVB;SVB Financial Group;Акции;Акции иностранного эмитента обыкновенные;;US78486Q1013;;1,00;0,01000;USD;11.06.2019 0:00:00
1154;SJI;South Jersey Industries, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US8385181081;;1,00;0,01000;USD;04.12.2020 0:00:00
1155;SJM;The J.M. Smucker Company;Акции;Акции иностранного эмитента обыкновенные;;US8326964058;;1,00;0,01000;USD;14.06.2017 0:00:00
1156;SJW;SJW Group;Акции;Акции иностранного эмитента обыкновенные;;US7843051043;;1,00;0,01000;USD;29.07.2020 0:00:00
1157;SKX;Skechers U.S.A., Inc.;Акции;Акции иностранного эмитента обыкновенные класса A;;US8305661055;;1,00;0,01000;USD;05.08.2019 0:00:00
1158;SLAB;Silicon Laboratories Inc.;Акции;Акции иностранного эмитента обыкновенные;;US8269191024;;1,00;0,01000;USD;31.01.2019 0:00:00
1159;SLB;Schlumberger Limited;Акции;Акции иностранного эмитента обыкновенные;;AN8068571086;;1,00;0,01000;USD;26.10.2016 0:00:00
1160;SLG;SL Green Realty Corp.;Акции;Акции иностранного инвестиционного фонда;;US78440X8048;;1,00;0,01000;USD;26.01.2021 0:00:00
1161;SLGN;Silgan Holdings Inc.;Акции;Акции иностранного эмитента обыкновенные;;US8270481091;;1,00;0,01000;USD;04.12.2020 0:00:00
1162;SLP;Simulations Plus, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US8292141053;;1,00;0,01000;USD;04.12.2020 0:00:00
1163;SMAR;Smartsheet Inc.;Акции;Акции иностранного эмитента обыкновенные класса A;;US83200N1037;;1,00;0,01000;USD;05.08.2019 0:00:00
1164;SMG;The Scotts Miracle-Gro Company;Акции;Акции иностранного эмитента обыкновенные;;US8101861065;;1,00;0,01000;USD;28.02.2019 0:00:00
1165;SMPL;The Simply Good Foods Company;Акции;Акции иностранного эмитента обыкновенные;;US82900L1026;;1,00;0,01000;USD;31.10.2019 0:00:00
1166;SMTC;Semtech Corporation;Акции;Акции иностранного эмитента обыкновенные;;US8168501018;;1,00;0,01000;USD;28.02.2019 0:00:00
1167;SNA;Snap-on Incorporated;Акции;Акции иностранного эмитента обыкновенные;;US8330341012;;1,00;0,01000;USD;26.10.2016 0:00:00
1168;SNAP;Snap Inc.;Акции;Акции иностранного эмитента обыкновенные класса A;;US83304A1060;;1,00;0,01000;USD;05.08.2019 0:00:00
1169;SNBR;Sleep Number Corporation;Акции;Акции иностранного эмитента обыкновенные;;US83125X1037;;1,00;0,01000;USD;11.06.2019 0:00:00
1170;SNPS;Synopsys, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US8716071076;;1,00;0,01000;USD;31.08.2017 0:00:00
1171;SNX;SYNNEX Corporation;Акции;Акции иностранного эмитента обыкновенные;;US87162W1009;;1,00;0,01000;USD;31.01.2019 0:00:00
1172;SO;The Southern Company;Акции;Акции иностранного эмитента обыкновенные;;US8425871071;;1,00;0,01000;USD;01.06.2017 0:00:00
1173;SON;Sonoco Products Company;Акции;Акции иностранного эмитента обыкновенные;;US8354951027;;1,00;0,01000;USD;18.05.2020 0:00:00
1174;SONO;Sonos, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US83570H1086;;1,00;0,01000;USD;31.10.2019 0:00:00
1175;SP;SP Plus Corporation;Акции;Акции иностранного эмитента обыкновенные;;US78469C1036;;1,00;0,01000;USD;11.06.2019 0:00:00
1176;SPB@US;Spectrum Brands Holdings, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US84790A1051;;1,00;0,01000;USD;30.10.2019 0:00:00
1177;SPCE;Virgin Galactic Holdings, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US92766K1060;;1,00;0,01000;USD;22.09.2020 0:00:00
1178;SPG;Simon Property Group, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US8288061091;;1,00;0,01000;USD;01.06.2017 0:00:00
1179;SPGI;S&P Global Inc.;Акции;Акции иностранного эмитента обыкновенные;;US78409V1044;;1,00;0,01000;USD;31.08.2017 0:00:00
1180;SPLK;Splunk Inc.;Акции;Акции иностранного эмитента обыкновенные;;US8486371045;;1,00;0,01000;USD;29.05.2018 0:00:00
1181;SPOT;Spotify Technology S.A.;Акции;Акции иностранного эмитента обыкновенные;;LU1778762911;;1,00;0,01000;USD;22.09.2020 0:00:00
1182;SPR;Spirit AeroSystems Holdings, Inc.;Акции;Акции иностранного эмитента обыкновенные класса A;;US8485741099;;1,00;0,01000;USD;31.01.2019 0:00:00
1183;SPSC;SPS Commerce, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US78463M1071;;1,00;0,01000;USD;11.06.2019 0:00:00
1184;SQ;Square, Inc.;Акции;Акции иностранного эмитента обыкновенные класса A;;US8522341036;;1,00;0,01000;USD;11.12.2017 0:00:00
1185;SR;Spire Inc.;Акции;Акции иностранного эмитента обыкновенные;;US84857L1017;;1,00;0,01000;USD;29.07.2020 0:00:00
1186;SRC;Spirit Realty Capital, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US84860W3007;;1,00;0,01000;USD;21.01.2020 0:00:00
1187;SRCL;Stericycle, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US8589121081;;1,00;0,01000;USD;06.10.2016 0:00:00
1188;SRDX;Surmodics, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US8688731004;;1,00;0,01000;USD;11.06.2019 0:00:00
1189;SRE;Sempra Energy;Акции;Акции иностранного эмитента обыкновенные;;US8168511090;;1,00;0,01000;USD;14.06.2017 0:00:00
1190;SRI;Stoneridge, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US86183P1021;;1,00;0,01000;USD;31.10.2019 0:00:00
1191;SRPT;Sarepta Therapeutics, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US8036071004;;1,00;0,01000;USD;05.08.2019 0:00:00
1192;SSD;Simpson Manufacturing Co., Inc.;Акции;Акции иностранного эмитента обыкновенные;;US8290731053;;1,00;0,01000;USD;28.02.2019 0:00:00
1193;SSNC;SS&C Technologies Holdings, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US78467J1007;;1,00;0,01000;USD;31.01.2019 0:00:00
1194;SSTK;Shutterstock, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US8256901005;;1,00;0,01000;USD;04.04.2019 0:00:00
1195;STAA;STAAR Surgical Company;Акции;Акции иностранного эмитента обыкновенные;;US8523123052;;1,00;0,01000;USD;31.10.2019 0:00:00
1196;STAG;STAG Industrial, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US85254J1025;;1,00;0,01000;USD;04.12.2020 0:00:00
1197;STLD;Steel Dynamics, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US8581191009;;1,00;0,01000;USD;04.04.2019 0:00:00
1198;STMP;Stamps.com Inc.;Акции;Акции иностранного эмитента обыкновенные;;US8528572006;;1,00;0,01000;USD;29.07.2020 0:00:00
1199;STRA;Strategic Education, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US86272C1036;;1,00;0,01000;USD;04.04.2019 0:00:00
1200;STT;State Street Corporation;Акции;Акции иностранного эмитента обыкновенные;;US8574771031;;1,00;0,01000;USD;01.06.2017 0:00:00
1201;STX;Seagate Technology Public Limited Company;Акции;Акции иностранного эмитента обыкновенные;;IE00B58JVZ52;;1,00;0,01000;USD;18.05.2017 0:00:00
1202;STZ;Constellation Brands, Inc.;Акции;Акции иностранного эмитента обыкновенные класса A;;US21036P1084;;1,00;0,01000;USD;01.06.2017 0:00:00
1203;SUPN;Supernus Pharmaceuticals, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US8684591089;;1,00;0,01000;USD;31.10.2019 0:00:00
1204;SWAV;ShockWave Medical, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US82489T1043;;1,00;0,01000;USD;05.08.2019 0:00:00
1205;SWBI;Smith & Wesson Brands, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US8317541063;;1,00;0,01000;USD;31.10.2019 0:00:00
1206;SWCH;Switch, Inc.;Акции;Акции иностранного эмитента обыкновенные класса A;;US87105L1044;;1,00;0,01000;USD;05.08.2019 0:00:00
1207;SWI;SolarWinds Corporation;Акции;Акции иностранного эмитента обыкновенные;;US83417Q1058;;1,00;0,01000;USD;05.08.2019 0:00:00
1208;SWK;Stanley Black & Decker, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US8545021011;;1,00;0,01000;USD;26.10.2016 0:00:00
1209;SWKS;Skyworks Solutions, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US83088M1027;;1,00;0,01000;USD;01.06.2017 0:00:00
1210;SWN;Southwestern Energy Company;Акции;Акции иностранного эмитента обыкновенные;;US8454671095;;1,00;0,01000;USD;18.05.2017 0:00:00
1211;SWX;Southwest Gas Holdings, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US8448951025;;1,00;0,01000;USD;29.07.2020 0:00:00
1212;SXI;Standex International Corporation;Акции;Акции иностранного эмитента обыкновенные;;US8542311076;;1,00;0,01000;USD;28.02.2019 0:00:00
1213;SXT;Sensient Technologies Corporation;Акции;Акции иностранного эмитента обыкновенные;;US81725T1007;;1,00;0,01000;USD;28.02.2019 0:00:00
1214;SYF;Synchrony Financial;Акции;Акции иностранного эмитента обыкновенные;;US87165B1035;;1,00;0,01000;USD;14.06.2017 0:00:00
1215;SYK;Stryker Corporation;Акции;Акции иностранного эмитента обыкновенные;;US8636671013;;1,00;0,01000;USD;14.06.2017 0:00:00
1216;SYKE;Sykes Enterprises, Incorporated;Акции;Акции иностранного эмитента обыкновенные;;US8712371033;;1,00;0,01000;USD;11.06.2019 0:00:00
1217;SYNA;Synaptics Incorporated;Акции;Акции иностранного эмитента обыкновенные;;US87157D1090;;1,00;0,01000;USD;31.10.2019 0:00:00
1218;SYNH;Syneos Health, Inc.;Акции;Акции иностранного эмитента обыкновенные класса A;;US87166B1026;;1,00;0,01000;USD;11.06.2019 0:00:00
1219;SYY;Sysco Corporation;Акции;Акции иностранного эмитента обыкновенные;;US8718291078;;1,00;0,01000;USD;01.06.2017 0:00:00
1220;T;AT&T INC.;Акции;Акции иностранного эмитента обыкновенные;;US00206R1023;ESVUFR;1,00;0,01000;USD;28.11.2014 0:00:00
1221;TAP;Molson Coors Beverage Company;Акции;Акции иностранного эмитента обыкновенные класса B;;US60871R2094;;1,00;0,01000;USD;14.06.2017 0:00:00
1222;TCBI;Texas Capital Bancshares, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US88224Q1076;;1,00;0,01000;USD;11.06.2019 0:00:00
1223;TCMD;Tactile Systems Technology, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US87357P1003;;1,00;0,01000;USD;31.10.2019 0:00:00
1224;TCRR;TCR2 Therapeutics Inc.;Акции;Акции иностранного эмитента обыкновенные;;US87808K1060;;1,00;0,01000;USD;05.08.2019 0:00:00
1225;TCX;Tucows Inc.;Акции;Акции иностранного эмитента обыкновенные;;US8986972060;;1,00;0,01000;USD;31.10.2019 0:00:00
1226;TDC;Teradata Corporation;Акции;Акции иностранного эмитента обыкновенные;;US88076W1036;;1,00;0,01000;USD;01.06.2017 0:00:00
1227;TDG;TransDigm Group Incorporated;Акции;Акции иностранного эмитента обыкновенные;;US8936411003;;1,00;0,01000;USD;31.08.2017 0:00:00
1228;TDOC;Teladoc Health, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US87918A1051;;1,00;0,01000;USD;18.05.2020 0:00:00
1229;TDS;Telephone and Data Systems, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US8794338298;;1,00;0,01000;USD;04.04.2019 0:00:00
1230;TDY;Teledyne Technologies Incorporated;Акции;Акции иностранного эмитента обыкновенные;;US8793601050;;1,00;0,01000;USD;28.02.2019 0:00:00
1231;TECH;Bio-Techne Corporation;Акции;Акции иностранного эмитента обыкновенные;;US09073M1045;;1,00;0,01000;USD;18.05.2020 0:00:00
1232;TEL;TE Connectivity Ltd.;Акции;Акции иностранного эмитента обыкновенные;;CH0102993182;;1,00;0,01000;USD;14.06.2017 0:00:00
1233;TENB;Tenable Holdings, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US88025T1025;;1,00;0,01000;USD;05.08.2019 0:00:00
1234;TER;Teradyne, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US8807701029;;1,00;0,01000;USD;04.04.2019 0:00:00
1235;TFC;Truist Financial Corporation;Акции;Акции иностранного эмитента обыкновенные;;US89832Q1094;;1,00;0,01000;USD;23.11.2016 0:00:00
1236;TFX;Teleflex Incorporated;Акции;Акции иностранного эмитента обыкновенные;;US8793691069;;1,00;0,01000;USD;31.01.2019 0:00:00
1237;TGNA;TEGNA Inc.;Акции;Акции иностранного эмитента обыкновенные;;US87901J1051;;1,00;0,01000;USD;14.06.2017 0:00:00
1238;TGT;Target Corporation;Акции;Акции иностранного эмитента обыкновенные;;US87612E1064;;1,00;0,01000;USD;26.10.2016 0:00:00
1239;THG;The Hanover Insurance Group, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US4108671052;;1,00;0,01000;USD;18.05.2020 0:00:00
1240;THO;Thor Industries, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US8851601018;;1,00;0,01000;USD;31.01.2019 0:00:00
1241;THRM;Gentherm Incorporated;Акции;Акции иностранного эмитента обыкновенные;;US37253A1034;;1,00;0,01000;USD;28.02.2019 0:00:00
1242;THS;TreeHouse Foods, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US89469A1043;;1,00;0,01000;USD;31.10.2019 0:00:00
1243;TJX;The TJX Companies, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US8725401090;;1,00;0,01000;USD;01.06.2017 0:00:00
1244;TKR;The Timken Company;Акции;Акции иностранного эмитента обыкновенные;;US8873891043;;1,00;0,01000;USD;04.04.2019 0:00:00
1245;TMHC;Taylor Morrison Home Corporation;Акции;Акции иностранного эмитента обыкновенные;;US87724P1066;;1,00;0,01000;USD;05.08.2019 0:00:00
1246;TMO;Thermo Fisher Scientific Inc.;Акции;Акции иностранного эмитента обыкновенные;;US8835561023;;1,00;0,01000;USD;14.06.2017 0:00:00
1247;TMUS;T-Mobile US, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US8725901040;;1,00;0,01000;USD;18.05.2020 0:00:00
1248;TMX;Terminix Global Holdings, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US88087E1001;;1,00;0,01000;USD;04.04.2019 0:00:00
1249;TNC;Tennant Company;Акции;Акции иностранного эмитента обыкновенные;;US8803451033;;1,00;0,01000;USD;13.10.2020 0:00:00
1250;TNDM;Tandem Diabetes Care, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US8753722037;;1,00;0,01000;USD;05.08.2019 0:00:00
1251;TNET;TriNet Group, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US8962881079;;1,00;0,01000;USD;28.02.2019 0:00:00
1252;TNL;Travel + Leisure Co.;Акции;Акции иностранного эмитента обыкновенные;;US8941641024;;1,00;0,01000;USD;14.06.2017 0:00:00
1253;TOL;Toll Brothers, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US8894781033;;1,00;0,01000;USD;04.04.2019 0:00:00
1254;TPH;Tri Pointe Homes, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US87265H1095;;1,00;0,01000;USD;05.08.2019 0:00:00
1255;TPIC;TPI Composites, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US87266J1043;;1,00;0,01000;USD;11.06.2019 0:00:00
1256;TPR;Tapestry, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US8760301072;;1,00;0,01000;USD;26.04.2017 0:00:00
1257;TPTX;Turning Point Therapeutics, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US90041T1088;;1,00;0,01000;USD;29.07.2020 0:00:00
